"wrestler_name","wrestler_rank","wrestler_matches","wrestler_wins","wrestler_losses","wrestler_draws"
"Justin Gabriel","45","76","40","36","0"
"Tyler Reks","46","76","15","61","0"
"Michelle McCool","47","73","35","38","0"
"Heath Slater","48","72","33","39","0"
"JTG","49","70","32","36","2"
"Brie Bella","50","69","61","8","0"
"David Otunga","51","69","22","47","0"
"Nikki Bella","52","68","60","8","0"
"Ezekiel Jackson","53","66","38","27","1"
"Batista","54","60","4","52","4"
"Jey Uso","55","57","8","49","0"
"Beth Phoenix","56","56","34","22","0"
"Jimmy Uso","57","56","8","48","0"
"Natalya","58","56","40","15","1"
"Carlito","59","54","1","52","1"
"Jillian","60","54","3","51","0"
"Melina","61","51","38","13","0"
"Trent Barreta","62","50","10","40","0"
"The Undertaker","63","48","35","8","5"
"Alex Riley","64","44","10","34","0"
"Kaval","65","43","11","31","1"
"The Great Khali","66","42","30","11","1"
"Dos Caras","67","41","16","25","0"
"Triple H","68","39","31","6","2"
"Caylen Croft","69","36","6","30","0"
"Vance Archer","70","35","11","23","1"
"Michael Tarver","71","31","10","21","0"
"Curt Hawkins","72","30","10","20","0"
"Darren Young","73","29","13","16","0"
"Finlay","74","29","17","12","0"
"Michael McGillicutty","75","28","12","16","0"
"Husky Harris","76","26","9","17","0"
"Shawn Michaels","77","25","19","5","1"
"Joey Mercury","78","23","1","22","0"
"Mickie James","79","22","15","7","0"
"Mike Knox","80","22","0","21","1"
"Rosa Mendes","81","21","0","21","0"
"Jimmy Wang Yang","82","20","8","12","0"
"Skip Sheffield","83","20","9","11","0"
"Tamina","84","19","3","15","1"
"Percy Watson","85","17","7","10","0"
"Shad Gaspard","86","17","3","14","0"
"Tiffany","87","17","7","10","0"
"Mason Ryan","88","16","12","4","0"
"Johnny Curtis","89","15","1","14","0"
"Shad","90","15","8","5","2"
"Slam Master J","91","15","5","10","0"
"Naomi","92","13","5","8","0"
"Shelton Benjamin","93","13","7","6","0"
"Lucky Cannon","94","11","4","7","0"
"Bret Hart","95","10","9","0","1"
"AJ","96","9","7","2","0"
"Aksana","97","9","2","7","0"
"Kaitlyn","98","9","3","6","0"
"Katie Lea","99","9","1","8","0"
"Eli Cottonwood","100","6","2","4","0"
"Randy Orton","1","211","151","53","7"
"John Cena","2","202","165","25","12"
"Alberto Del Rio","3","199","56","141","2"
"Kofi Kingston","4","195","126","69","0"
"Daniel Bryan","5","194","115","76","3"
"The Miz","6","194","47","144","3"
"Dolph Ziggler","7","187","74","109","4"
"CM Punk","8","186","72","104","10"
"Jack Swagger","9","172","50","122","0"
"Wade Barrett","10","171","44","123","4"
"Sheamus","11","169","103","62","4"
"Cody Rhodes","12","158","50","106","2"
"Mark Henry","13","156","65","87","4"
"Tyson Kidd","14","152","30","122","0"
"Zack Ryder","15","151","72","78","1"
"Ted DiBiase","16","148","41","107","0"
"R-Truth","17","147","52","94","1"
"Santino Marella","18","146","97","49","0"
"Justin Gabriel","19","143","55","88","0"
"Evan Bourne","20","142","95","47","0"
"Christian","21","138","55","80","3"
"Heath Slater","22","134","15","119","0"
"Beth Phoenix","23","126","97","28","1"
"Alex Riley","24","125","55","68","2"
"The Big Show","25","124","98","23","3"
"Drew McIntyre","26","123","25","97","1"
"Natalya","27","122","60","62","0"
"John Morrison","28","118","63","53","2"
"Eve Torres","29","117","71","45","1"
"Primo","30","117","26","91","0"
"Ezekiel Jackson","31","113","71","42","0"
"Michael McGillicutty","32","108","38","70","0"
"Kelly Kelly","33","104","83","19","2"
"Vladimir Kozlov","34","103","63","40","0"
"Alicia Fox","35","102","44","58","0"
"Rey Mysterio","36","98","74","23","1"
"Kane","37","97","58","39","0"
"David Otunga","38","96","31","65","0"
"Yoshi Tatsu","39","95","41","53","1"
"Chris Masters","40","93","45","48","0"
"Brie Bella","41","85","25","59","1"
"Jey Uso","42","85","23","62","0"
"Mason Ryan","43","85","56","29","0"
"Jimmy Uso","44","83","22","61","0"
"Trent Barreta","45","83","16","67","0"
"Jinder Mahal","46","81","33","48","0"
"Percy Watson","47","78","51","24","3"
"JTG","48","73","11","62","0"
"Brodus Clay","49","71","38","33","0"
"Sin Cara","50","71","61","10","0"
"Tyler Reks","51","67","15","52","0"
"Nikki Bella","52","65","8","56","1"
"AJ","53","62","44","18","0"
"Chavo Guerrero","54","57","16","40","1"
"Curt Hawkins","55","55","9","45","1"
"Layla","56","51","15","35","1"
"Tamina","57","50","13","37","0"
"Edge","58","48","46","2","0"
"Kaitlyn","59","46","21","25","0"
"The Great Khali","60","45","29","16","0"
"Johnny Curtis","61","44","12","32","0"
"Rosa Mendes","62","44","5","39","0"
"Titus O'Neil","63","40","21","19","0"
"William Regal","64","39","6","33","0"
"Darren Young","65","34","15","19","0"
"Maryse","66","34","5","27","2"
"Derrick Bateman","67","32","15","17","0"
"Melina","68","32","3","28","1"
"Gail Kim","69","31","23","7","1"
"Sin Cara","70","27","18","9","0"
"Hunico","71","25","16","9","0"
"King Sheamus","72","21","1","20","0"
"Jerry Lawler","73","18","14","4","0"
"Byron Saxton","74","17","3","14","0"
"Epico","75","17","8","9","0"
"Conor O'Brian","76","15","8","7","0"
"Michelle McCool","77","15","6","8","1"
"David Hart Smith","78","14","6","8","0"
"Lucky Cannon","79","12","6","6","0"
"Husky Harris","80","11","5","6","0"
"Booker T","81","10","8","2","0"
"Jacob Novak","82","9","2","7","0"
"Kevin Nash","83","9","1","8","0"
"Maxine","84","9","2","7","0"
"Triple H","85","9","7","2","0"
"Leo Kruger","86","7","3","4","0"
"Damien Sandow","87","6","0","6","0"
"Hornswoggle","88","6","3","3","0"
"Michael Cole","89","6","2","4","0"
"Dean Ambrose","90","5","0","5","0"
"Matt Striker","91","5","1","4","0"
"Seth Rollins","92","5","3","2","0"
"Vickie Guerrero","93","5","2","3","0"
"Aksana","94","4","1","3","0"
"Ricardo Rodriguez","95","4","1","3","0"
"Trish Stratus","96","4","2","2","0"
"Bo Rotundo","97","3","2","1","0"
"Jim Ross","98","3","2","1","0"
"Skip Sheffield","99","3","3","0","0"
"Colt Cabana","100","2","0","2","0"
"Sheamus","1","221","194","23","4"
"The Big Show","2","217","89","122","6"
"Daniel Bryan","3","214","90","116","8"
"Kofi Kingston","4","202","131","70","1"
"Kane","5","199","82","110","7"
"Dolph Ziggler","6","197","39","154","4"
"Santino Marella","7","188","134","54","0"
"John Cena","8","185","165","14","6"
"CM Punk","9","180","121","49","10"
"Cody Rhodes","10","175","54","121","0"
"Brodus Clay","11","164","152","11","1"
"Zack Ryder","12","163","81","80","2"
"The Miz","13","155","38","115","2"
"Primo","14","153","39","113","1"
"Epico","15","152","37","114","1"
"R-Truth","16","149","111","38","0"
"Alberto Del Rio","17","146","48","95","3"
"Jack Swagger","18","141","25","115","1"
"Jinder Mahal","19","138","45","92","1"
"Tyson Kidd","20","137","58","79","0"
"Ryback","21","129","122","5","2"
"Natalya","22","126","33","93","0"
"Randy Orton","23","125","94","27","4"
"Alex Riley","24","123","35","88","0"
"Justin Gabriel","25","120","56","64","0"
"Michael McGillicutty","26","120","35","85","0"
"Heath Slater","27","119","19","100","0"
"Layla","28","115","84","31","0"
"Antonio Cesaro","29","113","78","32","3"
"Darren Young","30","113","27","86","0"
"Titus O'Neil","31","113","28","85","0"
"Damien Sandow","32","110","51","59","0"
"Sin Cara","33","101","78","22","1"
"Eve Torres","34","98","58","40","0"
"Wade Barrett","35","98","50","48","0"
"David Otunga","36","97","23","74","0"
"Tensai","37","97","22","73","2"
"Jey Uso","38","95","59","36","0"
"Drew McIntyre","39","94","17","77","0"
"Jimmy Uso","40","94","59","35","0"
"Beth Phoenix","41","90","46","44","0"
"Great Khali","42","82","59","22","1"
"Hunico","43","81","27","54","0"
"Chris Jericho","44","78","31","44","3"
"Kaitlyn","45","73","40","33","0"
"Alicia Fox","46","68","32","36","0"
"Yoshi Tatsu","47","68","17","51","0"
"Ted DiBiase","48","62","28","34","0"
"Christian","49","58","36","22","0"
"Curt Hawkins","50","58","6","52","0"
"JTG","51","57","1","56","0"
"Dean Ambrose","52","53","26","27","0"
"Rey Mysterio","53","52","42","9","1"
"Ezekiel Jackson","54","48","13","35","0"
"Percy Watson","55","46","23","23","0"
"Kelly Kelly","56","45","19","26","0"
"Mark Henry","57","44","15","27","2"
"Johnny Curtis","58","43","10","33","0"
"Mason Ryan","59","42","15","27","0"
"Camacho","60","40","7","33","0"
"Seth Rollins","61","40","30","10","0"
"Tamina Snuka","62","37","16","21","0"
"Tyler Reks","63","37","9","28","0"
"Kassius Ohno","64","33","15","17","1"
"Aksana","65","31","3","28","0"
"Leo Kruger","66","30","11","19","0"
"Big E. Langston","67","29","28","1","0"
"Trent Barreta","68","28","17","11","0"
"Bo Dallas","69","26","17","9","0"
"Paige","70","26","12","14","0"
"Brie Bella","71","24","10","14","0"
"Lord Tensai","72","22","19","3","0"
"Nikki Bella","73","22","12","10","0"
"William Regal","74","22","5","17","0"
"Derrick Bateman","75","21","5","16","0"
"John Laurinaitis","76","21","1","20","0"
"Richie Steamboat","77","21","13","7","1"
"Roman Reigns","78","21","15","6","0"
"AJ","79","20","14","6","0"
"Corey Graves","80","20","8","12","0"
"Xavier Woods","81","20","12","8","0"
"AJ Lee","82","18","4","14","0"
"Aiden English","83","18","2","16","0"
"CJ Parker","84","17","5","11","1"
"Maxine","85","16","5","11","0"
"Oliver Grey","86","16","6","10","0"
"Mike Dalton","87","15","7","8","0"
"Dante Dash","88","14","3","11","0"
"Garrett Dylan","89","14","4","10","0"
"Kenneth Cameron","90","14","8","6","0"
"Audrey Marie","91","13","8","5","0"
"Emma","92","13","3","10","0"
"Rosa Mendes","93","13","0","13","0"
"Booker T","94","12","4","8","0"
"Conor O'Brian","95","12","10","2","0"
"Erick Rowan","96","11","6","5","0"
"Jake Carter","97","11","5","6","0"
"Luke Harper","98","11","8","3","0"
"Bray Wyatt","99","10","4","6","0"
"El Local","100","10","0","10","0"
"Daniel Bryan","1","228","185","37","6"
"Dean Ambrose","2","218","75","139","4"
"Antonio Cesaro","3","216","84","131","1"
"Seth Rollins","4","214","50","160","4"
"Randy Orton","5","210","136","66","8"
"Roman Reigns","6","204","49","150","5"
"Ryback","7","202","111","88","3"
"Damien Sandow","8","199","46","150","3"
"Alberto Del Rio","9","192","126","62","4"
"Dolph Ziggler","10","190","62","127","1"
"Cody Rhodes","11","174","57","114","3"
"Jack Swagger","12","164","58","104","2"
"Kofi Kingston","13","159","73","82","4"
"Zack Ryder","14","156","69","87","0"
"Jey Uso","15","149","94","54","1"
"Jimmy Uso","16","147","94","52","1"
"The Miz","17","147","64","78","5"
"Titus O'Neil","18","146","37","108","1"
"Brodus Clay","19","145","100","44","1"
"Heath Slater","20","143","5","137","1"
"John Cena","21","143","136","6","1"
"Sheamus","22","140","110","25","5"
"Tensai","23","138","91","46","1"
"Wade Barrett","24","138","57","80","1"
"Big E. Langston","25","137","59","77","1"
"Darren Young","26","137","36","100","1"
"R-Truth","27","136","78","57","1"
"Fandango","28","135","58","76","1"
"Justin Gabriel","29","134","63","70","1"
"The Big Show","30","130","67","60","3"
"Kaitlyn","31","126","88","37","1"
"Kane","32","124","98","26","0"
"Drew McIntyre","33","123","9","114","0"
"Curtis Axel","34","119","56","60","3"
"Natalya","35","114","87","26","1"
"The Great Khali","36","113","81","30","2"
"Jinder Mahal","37","112","7","105","0"
"CM Punk","38","111","81","26","4"
"Luke Harper","39","110","64","46","0"
"AJ Lee","40","108","44","64","0"
"Brie Bella","41","99","38","59","2"
"Erick Rowan","42","95","56","39","0"
"Aksana","43","92","3","89","0"
"Bo Dallas","44","91","65","26","0"
"Tamina Snuka","45","91","11","80","0"
"Naomi","46","87","70","15","2"
"Mark Henry","47","82","50","31","1"
"Adrian Neville","48","81","57","24","0"
"Bray Wyatt","49","80","56","24","0"
"Leo Kruger","50","75","37","38","0"
"Santino Marella","51","71","41","30","0"
"Corey Graves","52","70","32","37","1"
"Alicia Fox","53","68","19","49","0"
"Chris Jericho","54","59","35","23","1"
"Paige","55","59","43","16","0"
"Rob Van Dam","56","58","41","16","1"
"Alexander Rusev","57","57","33","24","0"
"Mason Ryan","58","56","39","17","0"
"Aiden English","59","55","18","37","0"
"Emma","60","55","28","27","0"
"Sami Zayn","61","54","28","26","0"
"Conor O'Brian","62","53","35","16","2"
"Layla","63","53","37","16","0"
"Sasha Banks","64","53","24","29","0"
"Alex Riley","65","51","20","31","0"
"Primo","66","51","3","48","0"
"Xavier Woods","67","51","30","21","0"
"Epico","68","50","2","48","0"
"Goldust","69","49","35","13","1"
"Cameron","70","48","39","9","0"
"Sin Cara","71","48","26","20","2"
"Nikki Bella","72","47","25","22","0"
"Colin Cassady","73","44","11","33","0"
"Bayley","74","43","22","21","0"
"Rick Victor","75","42","28","14","0"
"Scott Dawson","76","42","10","32","0"
"Kassius Ohno","77","41","17","24","0"
"Summer Rae","78","41","15","26","0"
"CJ Parker","79","40","20","20","0"
"Ted DiBiase","80","38","23","14","1"
"Diego","81","37","34","3","0"
"Baron Corbin","82","36","8","28","0"
"Fernando","83","36","33","3","0"
"Michael McGillicutty","84","36","6","28","2"
"Mojo Rawley","85","36","29","7","0"
"Hunico","86","35","2","33","0"
"Charlotte","87","33","17","16","0"
"Christian","88","33","22","11","0"
"Yoshi Tatsu","89","32","13","17","2"
"Jason Jordan","90","31","11","20","0"
"Danny Burch","91","28","6","22","0"
"Jake Carter","92","28","12","16","0"
"Camacho","93","27","5","22","0"
"Curt Hawkins","94","27","0","26","1"
"Dante Dash","95","27","12","15","0"
"Tyler Breeze","96","26","7","19","0"
"Tyson Kidd","97","25","12","13","0"
"Sawyer Fulton","98","24","10","14","0"
"Angelo Dawkins","99","23","10","13","0"
"Knuckles Madsen","100","23","4","19","0"
"Dolph Ziggler","1","196","134","60","2"
"Seth Rollins","2","196","87","105","4"
"Jimmy Uso","3","190","143","43","4"
"Cesaro","4","185","64","120","1"
"Jey Uso","5","185","139","42","4"
"Bray Wyatt","6","179","49","130","0"
"Goldust","7","179","101","77","1"
"Jack Swagger","8","173","49","123","1"
"Luke Harper","9","172","31","140","1"
"Sheamus","10","172","141","29","2"
"Dean Ambrose","11","168","130","36","2"
"Erick Rowan","12","164","38","124","2"
"John Cena","13","164","141","23","0"
"Titus O'Neil","14","162","29","132","1"
"Ryback","15","158","43","114","1"
"Curtis Axel","16","155","22","132","1"
"Kofi Kingston","17","155","82","72","1"
"Roman Reigns","18","150","118","28","4"
"Fandango","19","145","20","124","1"
"Alicia Fox","20","144","27","117","0"
"Kane","21","138","10","127","1"
"Paige","22","134","85","47","2"
"The Miz","23","133","40","92","1"
"Big E","24","132","84","48","0"
"Sin Cara","25","130","81","49","0"
"The Big Show","26","130","107","21","2"
"Natalya","27","127","79","48","0"
"Randy Orton","28","125","33","87","5"
"Diego","29","121","78","42","1"
"Heath Slater","30","118","11","106","1"
"Damien Sandow","31","116","3","113","0"
"Alberto Del Rio","32","114","31","82","1"
"Bo Dallas","33","114","52","61","1"
"Nikki Bella","34","114","75","39","0"
"Adrian Neville","35","113","94","18","1"
"Fernando","36","110","70","39","1"
"R-Truth","37","110","61","49","0"
"Rusev","38","110","80","30","0"
"Adam Rose","39","108","87","21","0"
"Sami Zayn","40","107","55","52","0"
"Tyson Kidd","41","107","37","70","0"
"Emma","42","100","73","27","0"
"Stardust","43","97","52","45","0"
"AJ Lee","44","93","58","35","0"
"Cody Rhodes","45","90","46","43","1"
"Cameron","46","89","36","52","1"
"Naomi","47","89","71","16","2"
"Tyler Breeze","48","86","30","54","2"
"Viktor","49","86","53","33","0"
"Konnor","50","80","51","29","0"
"Xavier Woods","51","79","33","45","1"
"Bayley","52","78","46","32","0"
"Bad News Barrett","53","77","58","17","2"
"Summer Rae","54","77","19","56","2"
"Aiden English","55","76","37","39","0"
"Charlotte","56","76","40","36","0"
"Baron Corbin","57","74","55","19","0"
"Mark Henry","58","72","49","22","1"
"Sasha Banks","59","72","26","46","0"
"Brie Bella","60","71","51","19","1"
"Colin Cassady","61","71","47","23","1"
"Layla","62","70","12","56","2"
"CJ Parker","63","68","24","44","0"
"Simon Gotch","64","66","35","31","0"
"Rob Van Dam","65","65","28","35","2"
"Kalisto","66","61","51","10","0"
"Zack Ryder","67","61","8","53","0"
"Drew McIntyre","68","59","1","56","2"
"Jason Jordan","69","59","19","40","0"
"Aksana","70","58","5","53","0"
"Justin Gabriel","71","57","3","53","1"
"Bull Dempsey","72","55","35","20","0"
"Jinder Mahal","73","55","1","52","2"
"Tye Dillinger","74","55","16","39","0"
"El Torito","75","54","49","5","0"
"Daniel Bryan","76","53","35","16","2"
"Damien Mizdow","77","50","11","39","0"
"Wesley Blake","78","49","10","39","0"
"Becky Lynch","79","48","27","21","0"
"The Great Khali","80","46","40","6","0"
"Dash Wilder","81","44","11","33","0"
"Alexa Bliss","82","43","24","19","0"
"Tamina Snuka","83","42","6","36","0"
"Scott Dawson","84","41","12","29","0"
"Alexander Rusev","85","40","37","2","1"
"Hornswoggle","86","40","3","37","0"
"Sawyer Fulton","87","40","5","35","0"
"Enzo Amore","88","39","29","9","1"
"Eva Marie","89","38","22","15","1"
"Rosa Mendes","90","37","2","34","1"
"Angelo Dawkins","91","35","12","23","0"
"Buddy Murphy","92","35","7","28","0"
"Marcus Louis","93","35","16","18","1"
"Mojo Rawley","94","35","25","10","0"
"Darren Young","95","34","26","8","0"
"Sylvester Lefort","96","34","8","25","1"
"Batista","97","32","15","13","4"
"Chris Jericho","98","32","26","5","1"
"Solomon Crowe","99","31","10","21","0"
"Antonio Cesaro","100","29","5","24","0"
"Dean Ambrose","1","218","150","63","5"
"Roman Reigns","2","213","187","19","7"
"Cesaro","3","187","117","69","1"
"Big E","4","183","96","86","1"
"Luke Harper","5","180","55","122","3"
"Kofi Kingston","6","177","86","90","1"
"Seth Rollins","7","176","51","124","1"
"Ryback","8","174","138","34","2"
"Dolph Ziggler","9","169","115","52","2"
"Sin Cara","10","166","115","50","1"
"Bray Wyatt","11","163","28","133","2"
"Kalisto","12","163","107","54","2"
"Viktor","13","162","19","143","0"
"Konnor","14","160","19","141","0"
"Bo Dallas","15","157","15","141","1"
"Neville","16","154","116","38","0"
"Titus O'Neil","17","153","92","61","0"
"Kevin Owens","18","152","63","85","4"
"Adam Rose","19","151","8","142","1"
"Sasha Banks","20","151","62","87","2"
"Tyler Breeze","21","151","44","105","2"
"Rusev","22","149","52","93","4"
"Naomi","23","148","55","92","1"
"Stardust","24","148","38","110","0"
"Charlotte","25","146","108","35","3"
"Fandango","26","145","69","75","1"
"Sheamus","27","145","58","86","1"
"R-Truth","28","139","94","44","1"
"Darren Young","29","136","87","47","2"
"John Cena","30","136","125","11","0"
"Kane","31","136","44","92","0"
"The Miz","32","133","17","115","1"
"Zack Ryder","33","133","88","45","0"
"Heath Slater","34","132","1","131","0"
"Paige","35","132","68","62","2"
"Becky Lynch","36","131","71","59","1"
"Jack Swagger","37","130","65","65","0"
"Curtis Axel","38","128","58","68","2"
"The Big Show","39","125","30","94","1"
"Emma","40","124","62","62","0"
"Finn Balor","41","123","103","20","0"
"Jimmy Uso","42","121","82","36","3"
"Bayley","43","119","99","19","1"
"Fernando","44","117","30","87","0"
"Baron Corbin","45","115","61","54","0"
"Diego","46","115","29","86","0"
"Xavier Woods","47","113","53","59","1"
"Nikki Bella","48","111","68","43","0"
"Alicia Fox","49","110","36","74","0"
"Natalya","50","100","82","18","0"
"Brie Bella","51","99","41","58","0"
"Erick Rowan","52","98","53","44","1"
"Simon Gotch","53","98","57","41","0"
"Aiden English","54","97","57","40","0"
"Bull Dempsey","55","96","62","34","0"
"Scott Dawson","56","96","38","58","0"
"Dash Wilder","57","95","38","57","0"
"Colin Cassady","58","93","69","24","0"
"Tye Dillinger","59","93","24","66","3"
"Randy Orton","60","92","81","10","1"
"Tyson Kidd","61","89","39","49","1"
"Jason Jordan","62","88","28","59","1"
"King Barrett","63","87","22","65","0"
"Enzo Amore","64","86","67","19","0"
"Blake","65","85","34","51","0"
"Murphy","66","85","35","50","0"
"Solomon Crowe","67","84","46","37","1"
"Chad Gable","68","81","26","55","0"
"Bad News Barrett","69","74","20","54","0"
"Carmella","70","70","36","33","1"
"D-Von Dudley","71","66","36","29","1"
"Jey Uso","72","66","37","28","1"
"Bubba Ray Dudley","73","65","36","28","1"
"Goldust","74","62","22","40","0"
"Damien Sandow","75","61","50","9","2"
"Summer Rae","76","61","11","50","0"
"Cameron","77","59","7","52","0"
"Dana Brooke","78","58","18","39","1"
"Daniel Bryan","79","58","51","7","0"
"Braun Strowman","80","57","30","26","1"
"Alexa Bliss","81","56","19","37","0"
"Angelo Dawkins","82","56","11","45","0"
"Mojo Rawley","83","52","41","11","0"
"Elias Samson","84","51","12","38","1"
"Apollo Crews","85","50","42","8","0"
"Tamina","86","50","7","43","0"
"Samoa Joe","87","48","36","11","1"
"Sawyer Fulton","88","48","7","41","0"
"Chris Jericho","89","46","42","4","0"
"Damien Mizdow","90","43","14","29","0"
"Alberto Del Rio","91","41","26","13","2"
"Mark Henry","92","41","17","23","1"
"Hideo Itami","93","38","25","13","0"
"Adrian Neville","94","34","14","20","0"
"Sami Zayn","95","34","22","11","1"
"Mike Rawlis","96","33","9","24","0"
"Steve Cutler","97","31","8","22","1"
"Marcus Louis","98","29","5","24","0"
"Tucker Knight","99","28","3","24","1"
"Brad Maddox","100","27","1","26","0"
"Dean Ambrose","1","204","133","67","4"
"Kevin Owens","2","193","61","130","2"
"Tyler Breeze","3","182","17","163","2"
"AJ Styles","4","176","108","68","0"
"Sami Zayn","5","176","112","59","5"
"Dolph Ziggler","6","172","114","56","2"
"Zack Ryder","7","172","119","51","2"
"Rusev","8","169","70","97","2"
"Jey Uso","9","166","76","90","0"
"Baron Corbin","10","165","103","59","3"
"Sheamus","11","164","44","115","5"
"Becky Lynch","12","161","102","54","5"
"Roman Reigns","13","159","142","12","5"
"Apollo Crews","14","155","125","30","0"
"Jason Jordan","15","151","126","23","2"
"Jimmy Uso","16","150","70","80","0"
"Viktor","17","148","2","145","1"
"Chad Gable","18","147","120","25","2"
"The Miz","19","147","43","103","1"
"Mojo Rawley","20","146","113","31","2"
"Natalya","21","146","37","109","0"
"Cesaro","22","143","78","62","3"
"Jack Swagger","23","143","73","70","0"
"Bayley","24","139","126","11","2"
"Big E","25","139","107","31","1"
"Fandango","26","135","24","111","0"
"Kofi Kingston","27","135","95","39","1"
"Kalisto","28","134","75","59","0"
"Sasha Banks","29","134","101","28","5"
"Bray Wyatt","30","133","24","107","2"
"Sin Cara","31","133","69","62","2"
"Aiden English","32","132","12","118","2"
"Enzo Amore","33","130","79","48","3"
"Charlotte","34","129","86","42","1"
"Heath Slater","35","126","62","64","0"
"Alexa Bliss","36","125","35","90","0"
"Curtis Axel","37","125","11","114","0"
"Simon Gotch","38","123","11","111","1"
"Bo Dallas","39","122","17","104","1"
"Carmella","40","122","59","62","1"
"Goldust","41","122","96","26","0"
"Karl Anderson","42","122","31","89","2"
"Braun Strowman","43","121","65","54","2"
"Titus O'Neil","44","121","47","73","1"
"Kane","45","118","103","15","0"
"R-Truth","46","118","96","21","1"
"Seth Rollins","47","118","39","75","4"
"Asuka","48","117","112","3","2"
"Chris Jericho","49","115","38","77","0"
"Konnor","50","113","2","110","1"
"Luke Gallows","51","113","27","84","2"
"Nia Jax","52","110","37","72","1"
"Xavier Woods","53","110","83","26","1"
"Darren Young","54","104","74","28","2"
"Neville","55","104","78","26","0"
"Big Cass","56","102","61","40","1"
"Tye Dillinger","57","102","60","41","1"
"Dash Wilder","58","101","34","64","3"
"Scott Dawson","59","100","34","63","3"
"D-Von Dudley","60","96","19","77","0"
"Shinsuke Nakamura","61","96","90","4","2"
"Samoa Joe","62","95","32","59","4"
"Bubba Ray Dudley","63","93","21","72","0"
"Alberto Del Rio","64","91","24","65","2"
"Peyton Royce","65","89","20","67","2"
"Erick Rowan","66","87","14","72","1"
"Alexander Wolfe","67","86","37","49","0"
"Dana Brooke","68","85","11","74","0"
"Liv Morgan","69","85","42","43","0"
"Naomi","70","84","41","43","0"
"Angelo Dawkins","71","83","21","62","0"
"Billie Kay","72","79","27","50","2"
"Aliyah","73","78","26","51","1"
"Patrick Clark","74","78","26","52","0"
"Elias Samson","75","77","29","48","0"
"The Big Show","76","77","60","16","1"
"No Way Jose","77","76","56","19","1"
"Alicia Fox","78","75","49","25","1"
"Daria Berenato","79","74","27","47","0"
"Epico","80","74","21","52","1"
"Primo","81","74","19","54","1"
"Riddick Moss","82","74","18","55","1"
"Tino Sabbatelli","83","74","24","50","0"
"Stardust","84","73","5","66","2"
"Tucker Knight","85","73","28","45","0"
"Finn Balor","86","72","60","11","1"
"Luke Harper","87","72","20","51","1"
"Sawyer Fulton","88","71","28","42","1"
"Mandy Rose","89","68","13","54","1"
"Andrade Almas","90","63","40","23","0"
"Rhyno","91","63","50","13","0"
"Austin Aries","92","61","37","23","1"
"Rich Swann","93","61","41","19","1"
"Randy Orton","94","60","39","21","0"
"Ryback","95","55","37","17","1"
"Bobby Roode","96","54","25","28","1"
"Summer Rae","97","54","12","42","0"
"Wesley Blake","98","53","7","45","1"
"Ember Moon","99","51","36","15","0"
"John Cena","100","50","29","21","0"
"AJ Styles","1","175","109","65","1"
"Jinder Mahal","2","172","60","111","1"
"Baron Corbin","3","167","57","110","0"
"Dean Ambrose","4","166","138","27","1"
"Cesaro","5","164","59","103","2"
"Sami Zayn","6","164","62","101","1"
"Sheamus","7","164","59","103","2"
"Shinsuke Nakamura","8","160","120","40","0"
"Jason Jordan","9","159","101","58","0"
"Charlotte Flair","10","158","87","70","1"
"Sasha Banks","11","155","108","43","4"
"Natalya","12","149","27","120","2"
"Kevin Owens","13","147","44","102","1"
"Seth Rollins","14","147","124","22","1"
"Alexa Bliss","15","143","59","82","2"
"Nia Jax","16","142","21","119","2"
"Roman Reigns","17","139","115","19","5"
"Bray Wyatt","18","136","39","96","1"
"Aiden English","19","135","16","119","0"
"Fandango","20","135","43","91","1"
"Tyler Breeze","21","135","43","91","1"
"Becky Lynch","22","133","84","48","1"
"Dolph Ziggler","23","131","22","109","0"
"Jimmy Uso","24","131","83","48","0"
"Karl Anderson","25","131","36","95","0"
"Carmella","26","130","13","116","1"
"Jey Uso","27","130","81","49","0"
"Randy Orton","28","129","93","36","0"
"Bayley","29","128","97","28","3"
"Tye Dillinger","30","126","79","46","1"
"Chad Gable","31","125","73","52","0"
"Finn Balor","32","124","108","15","1"
"Kalisto","33","124","73","51","0"
"The Miz","34","124","37","85","2"
"Curt Hawkins","35","123","0","123","0"
"Braun Strowman","36","121","59","56","6"
"Bobby Roode","37","120","75","45","0"
"Enzo Amore","38","120","52","66","2"
"Mojo Rawley","39","118","77","41","0"
"Naomi","40","118","99","18","1"
"Apollo Crews","41","117","71","46","0"
"Rusev","42","116","29","87","0"
"Luke Gallows","43","114","37","77","0"
"Titus O'Neil","44","112","34","77","1"
"Big E","45","111","36","74","1"
"Rhyno","46","111","76","35","0"
"Heath Slater","47","110","73","37","0"
"Neville","48","110","90","20","0"
"Samoa Joe","49","110","31","77","2"
"Sin Cara","50","110","73","36","1"
"Luke Harper","51","109","66","43","0"
"Kofi Kingston","52","107","37","70","0"
"Curtis Axel","53","106","26","78","2"
"Goldust","54","106","67","37","2"
"Andrade Almas","55","104","27","77","0"
"Bo Dallas","56","104","4","98","2"
"Kassius Ohno","57","103","67","36","0"
"Konnor","58","103","12","91","0"
"Viktor","59","103","12","91","0"
"Roderick Strong","60","100","71","27","2"
"Tamina","61","99","13","86","0"
"Aleister Black","62","96","89","7","0"
"Alexander Wolfe","63","96","47","43","6"
"Killian Dain","64","94","46","44","4"
"Asuka","65","91","89","0","2"
"R-Truth","66","90","67","21","2"
